PC4;Woonplaatscode;Woonplaats;Gemeentecode;Gemeente;Provincie;Veiligheidsregio;Politie-eenheid;Omgevingsdienst
3124;1935;Schiedam;0606;Schiedam;Zuid-Holland;Rotterdam-Rijnmond;Rotterdam;DCMR
3125;1935;Schiedam;0606;Schiedam;Zuid-Holland;Rotterdam-Rijnmond;Rotterdam;DCMR
9166;2428;Schiermonnikoog;0088;Schiermonnikoog;Friesland;Fryslƒn;Noord-Nederland;FUMO
6436;2099;Amstenrade;0962;Schinnen;Limburg;Zuid-Limburg;Limburg;Zuid-Limburg
6439;2100;Doenrade;0962;Schinnen;Limburg;Zuid-Limburg;Limburg;Zuid-Limburg
6438;2101;Oirsbeek;0962;Schinnen;Limburg;Zuid-Limburg;Limburg;Zuid-Limburg
6155;2102;Puth;0962;Schinnen;Limburg;Zuid-Limburg;Limburg;Zuid-Limburg
6365;2103;Schinnen;0962;Schinnen;Limburg;Zuid-Limburg;Limburg;Zuid-Limburg
6174;2104;Sweikhuizen;0962;Schinnen;Limburg;Zuid-Limburg;Limburg;Zuid-Limburg
4318;2674;Brouwershaven;1676;Schouwen-Duiveland;Zeeland;Zeeland;Zeeland - West-Brabant;Zeeland
4311;2675;Bruinisse;1676;Schouwen-Duiveland;Zeeland;Zeeland;Zeeland - West-Brabant;Zeeland
4328;2676;Burgh-Haamstede;1676;Schouwen-Duiveland;Zeeland;Zeeland;Zeeland - West-Brabant;Zeeland
4315;2677;Dreischor;1676;Schouwen-Duiveland;Zeeland;Zeeland;Zeeland - West-Brabant;Zeeland
4323;2678;Ellemeet;1676;Schouwen-Duiveland;Zeeland;Zeeland;Zeeland - West-Brabant;Zeeland
4325;2678;Ellemeet;1676;Schouwen-Duiveland;Zeeland;Zeeland;Zeeland - West-Brabant;Zeeland
4321;2679;Kerkwerve;1676;Schouwen-Duiveland;Zeeland;Zeeland;Zeeland - West-Brabant;Zeeland
4306;2680;Nieuwerkerk;1676;Schouwen-Duiveland;Zeeland;Zeeland;Zeeland - West-Brabant;Zeeland
4317;2681;Noordgouwe;1676;Schouwen-Duiveland;Zeeland;Zeeland;Zeeland - West-Brabant;Zeeland
4326;2682;Noordwelle;1676;Schouwen-Duiveland;Zeeland;Zeeland;Zeeland - West-Brabant;Zeeland
4307;2683;Oosterland;1676;Schouwen-Duiveland;Zeeland;Zeeland;Zeeland - West-Brabant;Zeeland
4305;2684;Ouwerkerk;1676;Schouwen-Duiveland;Zeeland;Zeeland;Zeeland - West-Brabant;Zeeland
4325;2685;Renesse;1676;Schouwen-Duiveland;Zeeland;Zeeland;Zeeland - West-Brabant;Zeeland
4322;2686;Scharendijke;1676;Schouwen-Duiveland;Zeeland;Zeeland;Zeeland - West-Brabant;Zeeland
4327;2687;Serooskerke;1676;Schouwen-Duiveland;Zeeland;Zeeland;Zeeland - West-Brabant;Zeeland
4308;2688;Sirjansland;1676;Schouwen-Duiveland;Zeeland;Zeeland;Zeeland - West-Brabant;Zeeland
4301;2689;Zierikzee;1676;Schouwen-Duiveland;Zeeland;Zeeland;Zeeland - West-Brabant;Zeeland
4302;2689;Zierikzee;1676;Schouwen-Duiveland;Zeeland;Zeeland;Zeeland - West-Brabant;Zeeland
4303;2689;Zierikzee;1676;Schouwen-Duiveland;Zeeland;Zeeland;Zeeland - West-Brabant;Zeeland
4316;2690;Zonnemaire;1676;Schouwen-Duiveland;Zeeland;Zeeland;Zeeland - West-Brabant;Zeeland
2491;1245;'s-Gravenhage;0518;'s-Gravenhage;Zuid-Holland;Haaglanden;Den Haag;Haaglanden
2492;1245;'s-Gravenhage;0518;'s-Gravenhage;Zuid-Holland;Haaglanden;Den Haag;Haaglanden
2493;1245;'s-Gravenhage;0518;'s-Gravenhage;Zuid-Holland;Haaglanden;Den Haag;Haaglanden
2495;1245;'s-Gravenhage;0518;'s-Gravenhage;Zuid-Holland;Haaglanden;Den Haag;Haaglanden
2496;1245;'s-Gravenhage;0518;'s-Gravenhage;Zuid-Holland;Haaglanden;Den Haag;Haaglanden
2497;1245;'s-Gravenhage;0518;'s-Gravenhage;Zuid-Holland;Haaglanden;Den Haag;Haaglanden
2498;1245;'s-Gravenhage;0518;'s-Gravenhage;Zuid-Holland;Haaglanden;Den Haag;Haaglanden
2511;1245;'s-Gravenhage;0518;'s-Gravenhage;Zuid-Holland;Haaglanden;Den Haag;Haaglanden
2512;1245;'s-Gravenhage;0518;'s-Gravenhage;Zuid-Holland;Haaglanden;Den Haag;Haaglanden
2513;1245;'s-Gravenhage;0518;'s-Gravenhage;Zuid-Holland;Haaglanden;Den Haag;Haaglanden
2514;1245;'s-Gravenhage;0518;'s-Gravenhage;Zuid-Holland;Haaglanden;Den Haag;Haaglanden
2515;1245;'s-Gravenhage;0518;'s-Gravenhage;Zuid-Holland;Haaglanden;Den Haag;Haaglanden
2516;1245;'s-Gravenhage;0518;'s-Gravenhage;Zuid-Holland;Haaglanden;Den Haag;Haaglanden
2517;1245;'s-Gravenhage;0518;'s-Gravenhage;Zuid-Holland;Haaglanden;Den Haag;Haaglanden
2518;1245;'s-Gravenhage;0518;'s-Gravenhage;Zuid-Holland;Haaglanden;Den Haag;Haaglanden
2521;1245;'s-Gravenhage;0518;'s-Gravenhage;Zuid-Holland;Haaglanden;Den Haag;Haaglanden
2522;1245;'s-Gravenhage;0518;'s-Gravenhage;Zuid-Holland;Haaglanden;Den Haag;Haaglanden
2523;1245;'s-Gravenhage;0518;'s-Gravenhage;Zuid-Holland;Haaglanden;Den Haag;Haaglanden
2524;1245;'s-Gravenhage;0518;'s-Gravenhage;Zuid-Holland;Haaglanden;Den Haag;Haaglanden
2525;1245;'s-Gravenhage;0518;'s-Gravenhage;Zuid-Holland;Haaglanden;Den Haag;Haaglanden
2526;1245;'s-Gravenhage;0518;'s-Gravenhage;Zuid-Holland;Haaglanden;Den Haag;Haaglanden
2531;1245;'s-Gravenhage;0518;'s-Gravenhage;Zuid-Holland;Haaglanden;Den Haag;Haaglanden
2532;1245;'s-Gravenhage;0518;'s-Gravenhage;Zuid-Holland;Haaglanden;Den Haag;Haaglanden
2533;1245;'s-Gravenhage;0518;'s-Gravenhage;Zuid-Holland;Haaglanden;Den Haag;Haaglanden
2541;1245;'s-Gravenhage;0518;'s-Gravenhage;Zuid-Holland;Haaglanden;Den Haag;Haaglanden
2542;1245;'s-Gravenhage;0518;'s-Gravenhage;Zuid-Holland;Haaglanden;Den Haag;Haaglanden
2543;1245;'s-Gravenhage;0518;'s-Gravenhage;Zuid-Holland;Haaglanden;Den Haag;Haaglanden
2544;1245;'s-Gravenhage;0518;'s-Gravenhage;Zuid-Holland;Haaglanden;Den Haag;Haaglanden
2545;1245;'s-Gravenhage;0518;'s-Gravenhage;Zuid-Holland;Haaglanden;Den Haag;Haaglanden
2546;1245;'s-Gravenhage;0518;'s-Gravenhage;Zuid-Holland;Haaglanden;Den Haag;Haaglanden
2547;1245;'s-Gravenhage;0518;'s-Gravenhage;Zuid-Holland;Haaglanden;Den Haag;Haaglanden
2548;1245;'s-Gravenhage;0518;'s-Gravenhage;Zuid-Holland;Haaglanden;Den Haag;Haaglanden
2551;1245;'s-Gravenhage;0518;'s-Gravenhage;Zuid-Holland;Haaglanden;Den Haag;Haaglanden
2552;1245;'s-Gravenhage;0518;'s-Gravenhage;Zuid-Holland;Haaglanden;Den Haag;Haaglanden
2553;1245;'s-Gravenhage;0518;'s-Gravenhage;Zuid-Holland;Haaglanden;Den Haag;Haaglanden
2554;1245;'s-Gravenhage;0518;'s-Gravenhage;Zuid-Holland;Haaglanden;Den Haag;Haaglanden
2555;1245;'s-Gravenhage;0518;'s-Gravenhage;Zuid-Holland;Haaglanden;Den Haag;Haaglanden
2561;1245;'s-Gravenhage;0518;'s-Gravenhage;Zuid-Holland;Haaglanden;Den Haag;Haaglanden
2562;1245;'s-Gravenhage;0518;'s-Gravenhage;Zuid-Holland;Haaglanden;Den Haag;Haaglanden
2563;1245;'s-Gravenhage;0518;'s-Gravenhage;Zuid-Holland;Haaglanden;Den Haag;Haaglanden
2564;1245;'s-Gravenhage;0518;'s-Gravenhage;Zuid-Holland;Haaglanden;Den Haag;Haaglanden
2565;1245;'s-Gravenhage;0518;'s-Gravenhage;Zuid-Holland;Haaglanden;Den Haag;Haaglanden
2566;1245;'s-Gravenhage;0518;'s-Gravenhage;Zuid-Holland;Haaglanden;Den Haag;Haaglanden
2571;1245;'s-Gravenhage;0518;'s-Gravenhage;Zuid-Holland;Haaglanden;Den Haag;Haaglanden
2572;1245;'s-Gravenhage;0518;'s-Gravenhage;Zuid-Holland;Haaglanden;Den Haag;Haaglanden
2573;1245;'s-Gravenhage;0518;'s-Gravenhage;Zuid-Holland;Haaglanden;Den Haag;Haaglanden
2574;1245;'s-Gravenhage;0518;'s-Gravenhage;Zuid-Holland;Haaglanden;Den Haag;Haaglanden
2581;1245;'s-Gravenhage;0518;'s-Gravenhage;Zuid-Holland;Haaglanden;Den Haag;Haaglanden
2582;1245;'s-Gravenhage;0518;'s-Gravenhage;Zuid-Holland;Haaglanden;Den Haag;Haaglanden
2583;1245;'s-Gravenhage;0518;'s-Gravenhage;Zuid-Holland;Haaglanden;Den Haag;Haaglanden
2584;1245;'s-Gravenhage;0518;'s-Gravenhage;Zuid-Holland;Haaglanden;Den Haag;Haaglanden
2585;1245;'s-Gravenhage;0518;'s-Gravenhage;Zuid-Holland;Haaglanden;Den Haag;Haaglanden
2586;1245;'s-Gravenhage;0518;'s-Gravenhage;Zuid-Holland;Haaglanden;Den Haag;Haaglanden
2587;1245;'s-Gravenhage;0518;'s-Gravenhage;Zuid-Holland;Haaglanden;Den Haag;Haaglanden
2591;1245;'s-Gravenhage;0518;'s-Gravenhage;Zuid-Holland;Haaglanden;Den Haag;Haaglanden
2592;1245;'s-Gravenhage;0518;'s-Gravenhage;Zuid-Holland;Haaglanden;Den Haag;Haaglanden
2593;1245;'s-Gravenhage;0518;'s-Gravenhage;Zuid-Holland;Haaglanden;Den Haag;Haaglanden
2594;1245;'s-Gravenhage;0518;'s-Gravenhage;Zuid-Holland;Haaglanden;Den Haag;Haaglanden
2595;1245;'s-Gravenhage;0518;'s-Gravenhage;Zuid-Holland;Haaglanden;Den Haag;Haaglanden
2596;1245;'s-Gravenhage;0518;'s-Gravenhage;Zuid-Holland;Haaglanden;Den Haag;Haaglanden
2597;1245;'s-Gravenhage;0518;'s-Gravenhage;Zuid-Holland;Haaglanden;Den Haag;Haaglanden
5391;3611;Nuland;0796;'s-Hertogenbosch;Noord-Brabant;Brabant-Noord;Oost-Brabant;Brabant Noord
5392;3611;Nuland;0796;'s-Hertogenbosch;Noord-Brabant;Brabant-Noord;Oost-Brabant;Brabant Noord
5236;1596;Rosmalen;0796;'s-Hertogenbosch;Noord-Brabant;Brabant-Noord;Oost-Brabant;Brabant Noord
5241;1596;Rosmalen;0796;'s-Hertogenbosch;Noord-Brabant;Brabant-Noord;Oost-Brabant;Brabant Noord
5242;1596;Rosmalen;0796;'s-Hertogenbosch;Noord-Brabant;Brabant-Noord;Oost-Brabant;Brabant Noord
5243;1596;Rosmalen;0796;'s-Hertogenbosch;Noord-Brabant;Brabant-Noord;Oost-Brabant;Brabant Noord
5244;1596;Rosmalen;0796;'s-Hertogenbosch;Noord-Brabant;Brabant-Noord;Oost-Brabant;Brabant Noord
5245;1596;Rosmalen;0796;'s-Hertogenbosch;Noord-Brabant;Brabant-Noord;Oost-Brabant;Brabant Noord
5246;1596;Rosmalen;0796;'s-Hertogenbosch;Noord-Brabant;Brabant-Noord;Oost-Brabant;Brabant Noord
5247;1596;Rosmalen;0796;'s-Hertogenbosch;Noord-Brabant;Brabant-Noord;Oost-Brabant;Brabant Noord
5248;1596;Rosmalen;0796;'s-Hertogenbosch;Noord-Brabant;Brabant-Noord;Oost-Brabant;Brabant Noord
5249;1596;Rosmalen;0796;'s-Hertogenbosch;Noord-Brabant;Brabant-Noord;Oost-Brabant;Brabant Noord
5211;1595;'s-Hertogenbosch;0796;'s-Hertogenbosch;Noord-Brabant;Brabant-Noord;Oost-Brabant;Brabant Noord
5212;1595;'s-Hertogenbosch;0796;'s-Hertogenbosch;Noord-Brabant;Brabant-Noord;Oost-Brabant;Brabant Noord
5213;1595;'s-Hertogenbosch;0796;'s-Hertogenbosch;Noord-Brabant;Brabant-Noord;Oost-Brabant;Brabant Noord
5215;1595;'s-Hertogenbosch;0796;'s-Hertogenbosch;Noord-Brabant;Brabant-Noord;Oost-Brabant;Brabant Noord
5216;1595;'s-Hertogenbosch;0796;'s-Hertogenbosch;Noord-Brabant;Brabant-Noord;Oost-Brabant;Brabant Noord
5221;1595;'s-Hertogenbosch;0796;'s-Hertogenbosch;Noord-Brabant;Brabant-Noord;Oost-Brabant;Brabant Noord
5222;1595;'s-Hertogenbosch;0796;'s-Hertogenbosch;Noord-Brabant;Brabant-Noord;Oost-Brabant;Brabant Noord
5223;1595;'s-Hertogenbosch;0796;'s-Hertogenbosch;Noord-Brabant;Brabant-Noord;Oost-Brabant;Brabant Noord
5224;1595;'s-Hertogenbosch;0796;'s-Hertogenbosch;Noord-Brabant;Brabant-Noord;Oost-Brabant;Brabant Noord
5231;1595;'s-Hertogenbosch;0796;'s-Hertogenbosch;Noord-Brabant;Brabant-Noord;Oost-Brabant;Brabant Noord
5232;1595;'s-Hertogenbosch;0796;'s-Hertogenbosch;Noord-Brabant;Brabant-Noord;Oost-Brabant;Brabant Noord
5233;1595;'s-Hertogenbosch;0796;'s-Hertogenbosch;Noord-Brabant;Brabant-Noord;Oost-Brabant;Brabant Noord
5234;1595;'s-Hertogenbosch;0796;'s-Hertogenbosch;Noord-Brabant;Brabant-Noord;Oost-Brabant;Brabant Noord
5235;1595;'s-Hertogenbosch;0796;'s-Hertogenbosch;Noord-Brabant;Brabant-Noord;Oost-Brabant;Brabant Noord
5236;1595;'s-Hertogenbosch;0796;'s-Hertogenbosch;Noord-Brabant;Brabant-Noord;Oost-Brabant;Brabant Noord
5237;1595;'s-Hertogenbosch;0796;'s-Hertogenbosch;Noord-Brabant;Brabant-Noord;Oost-Brabant;Brabant Noord
5381;3612;Vinkel;0796;'s-Hertogenbosch;Noord-Brabant;Brabant-Noord;Oost-Brabant;Brabant Noord
5382;3612;Vinkel;0796;'s-Hertogenbosch;Noord-Brabant;Brabant-Noord;Oost-Brabant;Brabant Noord
5383;3612;Vinkel;0796;'s-Hertogenbosch;Noord-Brabant;Brabant-Noord;Oost-Brabant;Brabant Noord
6353;3067;Baneheide;0965;Simpelveld;Limburg;Zuid-Limburg;Limburg;Zuid-Limburg
6351;3066;Bocholtz;0965;Simpelveld;Limburg;Zuid-Limburg;Limburg;Zuid-Limburg
6369;3065;Simpelveld;0965;Simpelveld;Limburg;Zuid-Limburg;Limburg;Zuid-Limburg
5445;2080;Landhorst;1702;Sint Anthonis;Noord-Brabant;Brabant-Noord;Oost-Brabant;Brabant Noord
5846;2081;Ledeacker;1702;Sint Anthonis;Noord-Brabant;Brabant-Noord;Oost-Brabant;Brabant Noord
5841;2082;Oploo;1702;Sint Anthonis;Noord-Brabant;Brabant-Noord;Oost-Brabant;Brabant Noord
5449;2087;Rijkevoort-De Walsert;1702;Sint Anthonis;Noord-Brabant;Brabant-Noord;Oost-Brabant;Brabant Noord
5845;2083;Sint Anthonis;1702;Sint Anthonis;Noord-Brabant;Brabant-Noord;Oost-Brabant;Brabant Noord
5844;2084;Stevensbeek;1702;Sint Anthonis;Noord-Brabant;Brabant-Noord;Oost-Brabant;Brabant Noord
5446;2085;Wanroij;1702;Sint Anthonis;Noord-Brabant;Brabant-Noord;Oost-Brabant;Brabant Noord
5843;2086;Westerbeek;1702;Sint Anthonis;Noord-Brabant;Brabant-Noord;Oost-Brabant;Brabant Noord
5258;2057;Berlicum;0845;Sint-Michielsgestel;Noord-Brabant;Brabant-Noord;Oost-Brabant;Brabant Noord
5271;2058;Den Dungen;0845;Sint-Michielsgestel;Noord-Brabant;Brabant-Noord;Oost-Brabant;Brabant Noord
5275;2058;Den Dungen;0845;Sint-Michielsgestel;Noord-Brabant;Brabant-Noord;Oost-Brabant;Brabant Noord
5271;2059;Gemonde;0845;Sint-Michielsgestel;Noord-Brabant;Brabant-Noord;Oost-Brabant;Brabant Noord
5291;2059;Gemonde;0845;Sint-Michielsgestel;Noord-Brabant;Brabant-Noord;Oost-Brabant;Brabant Noord
5292;2059;Gemonde;0845;Sint-Michielsgestel;Noord-Brabant;Brabant-Noord;Oost-Brabant;Brabant Noord
5293;2059;Gemonde;0845;Sint-Michielsgestel;Noord-Brabant;Brabant-Noord;Oost-Brabant;Brabant Noord
5294;2059;Gemonde;0845;Sint-Michielsgestel;Noord-Brabant;Brabant-Noord;Oost-Brabant;Brabant Noord
5271;2060;Sint-Michielsgestel;0845;Sint-Michielsgestel;Noord-Brabant;Brabant-Noord;Oost-Brabant;Brabant Noord
5272;2060;Sint-Michielsgestel;0845;Sint-Michielsgestel;Noord-Brabant;Brabant-Noord;Oost-Brabant;Brabant Noord
6121;2808;Born;1883;Sittard-Geleen;Limburg;Zuid-Limburg;Limburg;Zuid-Limburg
6122;2809;Buchten;1883;Sittard-Geleen;Limburg;Zuid-Limburg;Limburg;Zuid-Limburg
6142;2810;Einighausen;1883;Sittard-Geleen;Limburg;Zuid-Limburg;Limburg;Zuid-Limburg
6161;3513;Geleen;1883;Sittard-Geleen;Limburg;Zuid-Limburg;Limburg;Zuid-Limburg
6162;3513;Geleen;1883;Sittard-Geleen;Limburg;Zuid-Limburg;Limburg;Zuid-Limburg
6163;3513;Geleen;1883;Sittard-Geleen;Limburg;Zuid-Limburg;Limburg;Zuid-Limburg
6164;3513;Geleen;1883;Sittard-Geleen;Limburg;Zuid-Limburg;Limburg;Zuid-Limburg
6165;3513;Geleen;1883;Sittard-Geleen;Limburg;Zuid-Limburg;Limburg;Zuid-Limburg
6166;3513;Geleen;1883;Sittard-Geleen;Limburg;Zuid-Limburg;Limburg;Zuid-Limburg
6167;3513;Geleen;1883;Sittard-Geleen;Limburg;Zuid-Limburg;Limburg;Zuid-Limburg
6127;2812;Grevenbicht;1883;Sittard-Geleen;Limburg;Zuid-Limburg;Limburg;Zuid-Limburg
6143;2813;Guttecoven;1883;Sittard-Geleen;Limburg;Zuid-Limburg;Limburg;Zuid-Limburg
6123;2814;Holtum;1883;Sittard-Geleen;Limburg;Zuid-Limburg;Limburg;Zuid-Limburg
6141;2815;Limbricht;1883;Sittard-Geleen;Limburg;Zuid-Limburg;Limburg;Zuid-Limburg
6151;2816;Munstergeleen;1883;Sittard-Geleen;Limburg;Zuid-Limburg;Limburg;Zuid-Limburg
6125;2817;Obbicht;1883;Sittard-Geleen;Limburg;Zuid-Limburg;Limburg;Zuid-Limburg
6124;2818;Papenhoven;1883;Sittard-Geleen;Limburg;Zuid-Limburg;Limburg;Zuid-Limburg
6131;3512;Sittard;1883;Sittard-Geleen;Limburg;Zuid-Limburg;Limburg;Zuid-Limburg
6132;3512;Sittard;1883;Sittard-Geleen;Limburg;Zuid-Limburg;Limburg;Zuid-Limburg
6133;3512;Sittard;1883;Sittard-Geleen;Limburg;Zuid-Limburg;Limburg;Zuid-Limburg
6134;3512;Sittard;1883;Sittard-Geleen;Limburg;Zuid-Limburg;Limburg;Zuid-Limburg
6135;3512;Sittard;1883;Sittard-Geleen;Limburg;Zuid-Limburg;Limburg;Zuid-Limburg
6136;3512;Sittard;1883;Sittard-Geleen;Limburg;Zuid-Limburg;Limburg;Zuid-Limburg
6137;3512;Sittard;1883;Sittard-Geleen;Limburg;Zuid-Limburg;Limburg;Zuid-Limburg
6163;3512;Sittard;1883;Sittard-Geleen;Limburg;Zuid-Limburg;Limburg;Zuid-Limburg
6153;2820;Windraak;1883;Sittard-Geleen;Limburg;Zuid-Limburg;Limburg;Zuid-Limburg
3361;2438;Sliedrecht;0610;Sliedrecht;Zuid-Holland;Zuid-Holland-Zuid;Rotterdam;Zuid-Holland Zuid
3362;2438;Sliedrecht;0610;Sliedrecht;Zuid-Holland;Zuid-Holland-Zuid;Rotterdam;Zuid-Holland Zuid
3363;2438;Sliedrecht;0610;Sliedrecht;Zuid-Holland;Zuid-Holland-Zuid;Rotterdam;Zuid-Holland Zuid
3364;2438;Sliedrecht;0610;Sliedrecht;Zuid-Holland;Zuid-Holland-Zuid;Rotterdam;Zuid-Holland Zuid
3366;2438;Sliedrecht;0610;Sliedrecht;Zuid-Holland;Zuid-Holland-Zuid;Rotterdam;Zuid-Holland Zuid
9619;1348;Froombosch;0040;Slochteren;Groningen;Groningen;Noord-Nederland;Groningen
9617;1349;Harkstede;0040;Slochteren;Groningen;Groningen;Noord-Nederland;Groningen
9627;1350;Hellum;0040;Slochteren;Groningen;Groningen;Noord-Nederland;Groningen
9615;1351;Kolham;0040;Slochteren;Groningen;Groningen;Noord-Nederland;Groningen
9616;1351;Kolham;0040;Slochteren;Groningen;Groningen;Noord-Nederland;Groningen
9623;1352;Lageland;0040;Slochteren;Groningen;Groningen;Noord-Nederland;Groningen
9624;1353;Luddeweer;0040;Slochteren;Groningen;Groningen;Noord-Nederland;Groningen
9625;1354;Overschild;0040;Slochteren;Groningen;Groningen;Noord-Nederland;Groningen
9616;1355;Scharmer;0040;Slochteren;Groningen;Groningen;Noord-Nederland;Groningen
9621;1356;Schildwolde;0040;Slochteren;Groningen;Groningen;Noord-Nederland;Groningen
9626;1356;Schildwolde;0040;Slochteren;Groningen;Groningen;Noord-Nederland;Groningen
9628;1357;Siddeburen;0040;Slochteren;Groningen;Groningen;Noord-Nederland;Groningen
9621;1358;Slochteren;0040;Slochteren;Groningen;Groningen;Noord-Nederland;Groningen
9629;1359;Steendam;0040;Slochteren;Groningen;Groningen;Noord-Nederland;Groningen
9939;1360;Tjuchem;0040;Slochteren;Groningen;Groningen;Noord-Nederland;Groningen
9618;1361;Woudbloem;0040;Slochteren;Groningen;Groningen;Noord-Nederland;Groningen
4527;2961;Aardenburg;1714;Sluis;Zeeland;Zeeland;Zeeland - West-Brabant;Zeeland
4522;2975;Biervliet;1714;Sluis;Zeeland;Zeeland;Zeeland - West-Brabant;Zeeland
4511;2965;Breskens;1714;Sluis;Zeeland;Zeeland;Zeeland - West-Brabant;Zeeland
4506;2964;Cadzand;1714;Sluis;Zeeland;Zeeland;Zeeland - West-Brabant;Zeeland
4529;2966;Eede;1714;Sluis;Zeeland;Zeeland;Zeeland - West-Brabant;Zeeland
4503;2967;Groede;1714;Sluis;Zeeland;Zeeland;Zeeland - West-Brabant;Zeeland
4513;2968;Hoofdplaat;1714;Sluis;Zeeland;Zeeland;Zeeland - West-Brabant;Zeeland
4515;2974;IJzendijke;1714;Sluis;Zeeland;Zeeland;Zeeland - West-Brabant;Zeeland
4504;2969;Nieuwvliet;1714;Sluis;Zeeland;Zeeland;Zeeland - West-Brabant;Zeeland
4501;2960;Oostburg;1714;Sluis;Zeeland;Zeeland;Zeeland - West-Brabant;Zeeland
4525;2970;Retranchement;1714;Sluis;Zeeland;Zeeland;Zeeland - West-Brabant;Zeeland
4507;2971;Schoondijke;1714;Sluis;Zeeland;Zeeland;Zeeland - West-Brabant;Zeeland
4528;2973;Sint Kruis;1714;Sluis;Zeeland;Zeeland;Zeeland - West-Brabant;Zeeland
4524;2962;Sluis;1714;Sluis;Zeeland;Zeeland;Zeeland - West-Brabant;Zeeland
4508;2963;Waterlandkerkje;1714;Sluis;Zeeland;Zeeland;Zeeland - West-Brabant;Zeeland
4505;2972;Zuidzande;1714;Sluis;Zeeland;Zeeland;Zeeland - West-Brabant;Zeeland
9212;3275;Boornbergum;0090;Smallingerland;Friesland;Fryslƒn;Noord-Nederland;FUMO
9219;3276;De Tike;0090;Smallingerland;Friesland;Fryslƒn;Noord-Nederland;FUMO
9215;3277;De Veenhoop;0090;Smallingerland;Friesland;Fryslƒn;Noord-Nederland;FUMO
9213;3278;De Wilgen;0090;Smallingerland;Friesland;Fryslƒn;Noord-Nederland;FUMO
9201;3279;Drachten;0090;Smallingerland;Friesland;Fryslƒn;Noord-Nederland;FUMO
9202;3279;Drachten;0090;Smallingerland;Friesland;Fryslƒn;Noord-Nederland;FUMO
9203;3279;Drachten;0090;Smallingerland;Friesland;Fryslƒn;Noord-Nederland;FUMO
9204;3279;Drachten;0090;Smallingerland;Friesland;Fryslƒn;Noord-Nederland;FUMO
9205;3279;Drachten;0090;Smallingerland;Friesland;Fryslƒn;Noord-Nederland;FUMO
9206;3279;Drachten;0090;Smallingerland;Friesland;Fryslƒn;Noord-Nederland;FUMO
9207;3279;Drachten;0090;Smallingerland;Friesland;Fryslƒn;Noord-Nederland;FUMO
9222;3280;Drachtstercompagnie;0090;Smallingerland;Friesland;Fryslƒn;Noord-Nederland;FUMO
8497;3281;Go‰ngahuizen;0090;Smallingerland;Friesland;Fryslƒn;Noord-Nederland;FUMO
9223;3282;Houtigehage;0090;Smallingerland;Friesland;Fryslƒn;Noord-Nederland;FUMO
9211;3283;Kortehemmen;0090;Smallingerland;Friesland;Fryslƒn;Noord-Nederland;FUMO
9217;3284;Nijega;0090;Smallingerland;Friesland;Fryslƒn;Noord-Nederland;FUMO
9218;3285;Opeinde;0090;Smallingerland;Friesland;Fryslƒn;Noord-Nederland;FUMO
9216;3286;Oudega;0090;Smallingerland;Friesland;Fryslƒn;Noord-Nederland;FUMO
9221;3287;Rottevalle;0090;Smallingerland;Friesland;Fryslƒn;Noord-Nederland;FUMO
9214;3288;Smalle Ee;0090;Smallingerland;Friesland;Fryslƒn;Noord-Nederland;FUMO
3761;1013;Soest;0342;Soest;Utrecht;Utrecht;Midden-Nederland;RUD Utrecht
3762;1013;Soest;0342;Soest;Utrecht;Utrecht;Midden-Nederland;RUD Utrecht
3763;1013;Soest;0342;Soest;Utrecht;Utrecht;Midden-Nederland;RUD Utrecht
3764;1013;Soest;0342;Soest;Utrecht;Utrecht;Midden-Nederland;RUD Utrecht
3765;1013;Soest;0342;Soest;Utrecht;Utrecht;Midden-Nederland;RUD Utrecht
3766;1013;Soest;0342;Soest;Utrecht;Utrecht;Midden-Nederland;RUD Utrecht
3768;1013;Soest;0342;Soest;Utrecht;Utrecht;Midden-Nederland;RUD Utrecht
3769;1014;Soesterberg;0342;Soest;Utrecht;Utrecht;Midden-Nederland;RUD Utrecht
5715;2746;Lierop;0847;Someren;Noord-Brabant;Brabant-Zuidoost;Oost-Brabant;Zuidoost-Brabant
5711;2745;Someren;0847;Someren;Noord-Brabant;Brabant-Zuidoost;Oost-Brabant;Zuidoost-Brabant
5712;2745;Someren;0847;Someren;Noord-Brabant;Brabant-Zuidoost;Oost-Brabant;Zuidoost-Brabant
5671;3520;Son en Breugel;0848;Son en Breugel;Noord-Brabant;Brabant-Zuidoost;Oost-Brabant;Zuidoost-Brabant
5681;3520;Son en Breugel;0848;Son en Breugel;Noord-Brabant;Brabant-Zuidoost;Oost-Brabant;Zuidoost-Brabant
5691;3520;Son en Breugel;0848;Son en Breugel;Noord-Brabant;Brabant-Zuidoost;Oost-Brabant;Zuidoost-Brabant
5692;3520;Son en Breugel;0848;Son en Breugel;Noord-Brabant;Brabant-Zuidoost;Oost-Brabant;Zuidoost-Brabant
5694;3520;Son en Breugel;0848;Son en Breugel;Noord-Brabant;Brabant-Zuidoost;Oost-Brabant;Zuidoost-Brabant
9661;3079;Alteveer;0037;Stadskanaal;Groningen;Groningen;Noord-Nederland;Groningen
9584;3077;Mussel;0037;Stadskanaal;Groningen;Groningen;Noord-Nederland;Groningen
9581;3075;Musselkanaal;0037;Stadskanaal;Groningen;Groningen;Noord-Nederland;Groningen
9591;3076;Onstwedde;0037;Stadskanaal;Groningen;Groningen;Noord-Nederland;Groningen
9501;3074;Stadskanaal;0037;Stadskanaal;Groningen;Groningen;Noord-Nederland;Groningen
